"year","month","pi","ts","time"
1663,4,1,1663.29,"1663-4-15 00:00:00"
1663,5,0,1663.38,"1663-5-15 00:00:00"
1663,6,1,1663.46,"1663-6-15 00:00:00"
1663,7,3,1663.54,"1663-7-15 00:00:00"
1663,8,2,1663.62,"1663-8-15 00:00:00"
1663,9,0,1663.71,"1663-9-15 00:00:00"
1663,10,1,1663.79,"1663-10-15 00:00:00"
1663,11,0,1663.88,"1663-11-15 00:00:00"
1663,12,0,1663.96,"1663-12-15 00:00:00"
1664,1,0,1664.04,"1664-1-15 00:00:00"
1664,2,-2,1664.12,"1664-2-15 00:00:00"
1664,3,-2,1664.21,"1664-3-15 00:00:00"
1664,4,0,1664.29,"1664-4-15 00:00:00"
1664,5,-1,1664.38,"1664-5-15 00:00:00"
1664,6,-1,1664.46,"1664-6-15 00:00:00"
1664,7,1,1664.54,"1664-7-15 00:00:00"
1664,8,1,1664.62,"1664-8-15 00:00:00"
1664,9,2,1664.71,"1664-9-15 00:00:00"
1664,10,0,1664.79,"1664-10-15 00:00:00"
1664,11,1,1664.88,"1664-11-15 00:00:00"
1664,12,1,1664.96,"1664-12-15 00:00:00"
1665,1,2,1665.04,"1665-1-15 00:00:00"
1665,2,1,1665.12,"1665-2-15 00:00:00"
1665,3,1,1665.21,"1665-3-15 00:00:00"
1665,4,-2,1665.29,"1665-4-15 00:00:00"
1665,5,0,1665.38,"1665-5-15 00:00:00"
1665,6,-1,1665.46,"1665-6-15 00:00:00"
1665,7,2,1665.54,"1665-7-15 00:00:00"
1665,8,1,1665.62,"1665-8-15 00:00:00"
1665,9,1,1665.71,"1665-9-15 00:00:00"
1665,10,1,1665.79,"1665-10-15 00:00:00"
1665,11,0,1665.88,"1665-11-15 00:00:00"
1665,12,-1,1665.96,"1665-12-15 00:00:00"
1666,1,-1,1666.04,"1666-1-15 00:00:00"
1666,2,0,1666.12,"1666-2-15 00:00:00"
1666,3,0,1666.21,"1666-3-15 00:00:00"
1666,4,-2,1666.29,"1666-4-15 00:00:00"
1666,5,-2,1666.38,"1666-5-15 00:00:00"
1666,6,-2,1666.46,"1666-6-15 00:00:00"
1666,7,-2,1666.54,"1666-7-15 00:00:00"
1666,8,0,1666.62,"1666-8-15 00:00:00"
1666,9,2,1666.71,"1666-9-15 00:00:00"
1666,10,0,1666.79,"1666-10-15 00:00:00"
1666,11,-1,1666.88,"1666-11-15 00:00:00"
1666,12,0,1666.96,"1666-12-15 00:00:00"
1667,1,1,1667.04,"1667-1-15 00:00:00"
1667,2,0,1667.12,"1667-2-15 00:00:00"
1667,3,1,1667.21,"1667-3-15 00:00:00"
1667,4,-1,1667.29,"1667-4-15 00:00:00"
1667,5,-2,1667.38,"1667-5-15 00:00:00"
1667,6,-1,1667.46,"1667-6-15 00:00:00"
1667,7,-1,1667.54,"1667-7-15 00:00:00"
1667,8,1,1667.62,"1667-8-15 00:00:00"
1667,9,0,1667.71,"1667-9-15 00:00:00"
1667,10,1,1667.79,"1667-10-15 00:00:00"
1667,11,0,1667.88,"1667-11-15 00:00:00"
1667,12,0,1667.96,"1667-12-15 00:00:00"
1668,1,1,1668.04,"1668-1-15 00:00:00"
1668,2,2,1668.12,"1668-2-15 00:00:00"
1668,3,0,1668.21,"1668-3-15 00:00:00"
1668,4,-1,1668.29,"1668-4-15 00:00:00"
1668,5,0,1668.38,"1668-5-15 00:00:00"
1668,6,1,1668.46,"1668-6-15 00:00:00"
1668,7,0,1668.54,"1668-7-15 00:00:00"
1668,8,2,1668.62,"1668-8-15 00:00:00"
1668,9,1,1668.71,"1668-9-15 00:00:00"
1668,10,-1,1668.79,"1668-10-15 00:00:00"
1668,11,-1,1668.88,"1668-11-15 00:00:00"
1668,12,-2,1668.96,"1668-12-15 00:00:00"
1669,1,1,1669.04,"1669-1-15 00:00:00"
1669,2,0,1669.12,"1669-2-15 00:00:00"
1669,3,0,1669.21,"1669-3-15 00:00:00"
1669,4,0,1669.29,"1669-4-15 00:00:00"
1669,5,-2,1669.38,"1669-5-15 00:00:00"
1669,6,-3,1669.46,"1669-6-15 00:00:00"
1669,7,-2,1669.54,"1669-7-15 00:00:00"
1669,8,-2,1669.62,"1669-8-15 00:00:00"
1669,9,-2,1669.71,"1669-9-15 00:00:00"
1669,10,0,1669.79,"1669-10-15 00:00:00"
1669,11,0,1669.88,"1669-11-15 00:00:00"
1669,12,0,1669.96,"1669-12-15 00:00:00"
1670,1,0,1670.04,"1670-1-15 00:00:00"
1670,2,1,1670.12,"1670-2-15 00:00:00"
1670,3,1,1670.21,"1670-3-15 00:00:00"
1670,4,0,1670.29,"1670-4-15 00:00:00"
1670,5,0,1670.38,"1670-5-15 00:00:00"
1670,6,0,1670.46,"1670-6-15 00:00:00"
1670,7,0,1670.54,"1670-7-15 00:00:00"
1670,8,0,1670.62,"1670-8-15 00:00:00"
1670,9,0,1670.71,"1670-9-15 00:00:00"
1670,10,1,1670.79,"1670-10-15 00:00:00"
1670,11,0,1670.88,"1670-11-15 00:00:00"
1670,12,1,1670.96,"1670-12-15 00:00:00"
1671,1,0,1671.04,"1671-1-15 00:00:00"
1671,2,0,1671.12,"1671-2-15 00:00:00"
1671,3,-1,1671.21,"1671-3-15 00:00:00"
1671,4,0,1671.29,"1671-4-15 00:00:00"
1671,5,-2,1671.38,"1671-5-15 00:00:00"
1671,6,0,1671.46,"1671-6-15 00:00:00"
1671,7,0,1671.54,"1671-7-15 00:00:00"
1671,8,1,1671.62,"1671-8-15 00:00:00"
1671,9,0,1671.71,"1671-9-15 00:00:00"
1671,10,-1,1671.79,"1671-10-15 00:00:00"
1671,11,1,1671.88,"1671-11-15 00:00:00"
1671,12,1,1671.96,"1671-12-15 00:00:00"
1672,1,0,1672.04,"1672-1-15 00:00:00"
1672,2,-1,1672.12,"1672-2-15 00:00:00"
1672,3,0,1672.21,"1672-3-15 00:00:00"
1672,4,-2,1672.29,"1672-4-15 00:00:00"
1672,5,-2,1672.38,"1672-5-15 00:00:00"
1672,6,-1,1672.46,"1672-6-15 00:00:00"
1672,7,1,1672.54,"1672-7-15 00:00:00"
1672,8,2,1672.62,"1672-8-15 00:00:00"
1672,9,2,1672.71,"1672-9-15 00:00:00"
1672,10,1,1672.79,"1672-10-15 00:00:00"
1672,11,0,1672.88,"1672-11-15 00:00:00"
1672,12,0,1672.96,"1672-12-15 00:00:00"
1673,1,0,1673.04,"1673-1-15 00:00:00"
1673,2,1,1673.12,"1673-2-15 00:00:00"
1673,3,-1,1673.21,"1673-3-15 00:00:00"
1673,4,0,1673.29,"1673-4-15 00:00:00"
1673,5,1,1673.38,"1673-5-15 00:00:00"
1673,6,2,1673.46,"1673-6-15 00:00:00"
1673,7,2,1673.54,"1673-7-15 00:00:00"
1673,8,-1,1673.62,"1673-8-15 00:00:00"
1673,9,1,1673.71,"1673-9-15 00:00:00"
1673,10,1,1673.79,"1673-10-15 00:00:00"
1673,11,0,1673.88,"1673-11-15 00:00:00"
1673,12,1,1673.96,"1673-12-15 00:00:00"
1674,1,1,1674.04,"1674-1-15 00:00:00"
1674,2,2,1674.12,"1674-2-15 00:00:00"
1674,3,2,1674.21,"1674-3-15 00:00:00"
1674,4,1,1674.29,"1674-4-15 00:00:00"
1674,5,0,1674.38,"1674-5-15 00:00:00"
1674,6,-1,1674.46,"1674-6-15 00:00:00"
1674,7,0,1674.54,"1674-7-15 00:00:00"
1674,8,0,1674.62,"1674-8-15 00:00:00"
1674,9,0,1674.71,"1674-9-15 00:00:00"
1674,10,0,1674.79,"1674-10-15 00:00:00"
1674,11,1,1674.88,"1674-11-15 00:00:00"
1674,12,0,1674.96,"1674-12-15 00:00:00"
1675,1,0,1675.04,"1675-1-15 00:00:00"
1675,2,0,1675.12,"1675-2-15 00:00:00"
1675,3,1,1675.21,"1675-3-15 00:00:00"
1675,4,0,1675.29,"1675-4-15 00:00:00"
1675,5,0,1675.38,"1675-5-15 00:00:00"
1675,6,3,1675.46,"1675-6-15 00:00:00"
1675,7,2,1675.54,"1675-7-15 00:00:00"
1675,8,1,1675.62,"1675-8-15 00:00:00"
1675,9,1,1675.71,"1675-9-15 00:00:00"
1675,10,0,1675.79,"1675-10-15 00:00:00"
1675,11,1,1675.88,"1675-11-15 00:00:00"
1675,12,2,1675.96,"1675-12-15 00:00:00"
1676,1,0,1676.04,"1676-1-15 00:00:00"
1676,2,0,1676.12,"1676-2-15 00:00:00"
1676,3,-2,1676.21,"1676-3-15 00:00:00"
1676,4,1,1676.29,"1676-4-15 00:00:00"
1676,5,1,1676.38,"1676-5-15 00:00:00"
1676,6,-1,1676.46,"1676-6-15 00:00:00"
1676,7,0,1676.54,"1676-7-15 00:00:00"
1676,8,-1,1676.62,"1676-8-15 00:00:00"
1676,9,-1,1676.71,"1676-9-15 00:00:00"
1676,10,-2,1676.79,"1676-10-15 00:00:00"
1676,11,-2,1676.88,"1676-11-15 00:00:00"
1676,12,1,1676.96,"1676-12-15 00:00:00"
1677,1,2,1677.04,"1677-1-15 00:00:00"
1677,2,1,1677.12,"1677-2-15 00:00:00"
1677,3,0,1677.21,"1677-3-15 00:00:00"
1677,4,0,1677.29,"1677-4-15 00:00:00"
1677,5,0,1677.38,"1677-5-15 00:00:00"
1677,6,1,1677.46,"1677-6-15 00:00:00"
1677,7,0,1677.54,"1677-7-15 00:00:00"
1677,8,1,1677.62,"1677-8-15 00:00:00"
1677,9,-1,1677.71,"1677-9-15 00:00:00"
1677,10,0,1677.79,"1677-10-15 00:00:00"
1677,11,0,1677.88,"1677-11-15 00:00:00"
1677,12,1,1677.96,"1677-12-15 00:00:00"
1678,1,0,1678.04,"1678-1-15 00:00:00"
1678,2,0,1678.12,"1678-2-15 00:00:00"
1678,3,1,1678.21,"1678-3-15 00:00:00"
1678,4,1,1678.29,"1678-4-15 00:00:00"
1678,5,-1,1678.38,"1678-5-15 00:00:00"
1678,6,-2,1678.46,"1678-6-15 00:00:00"
1678,7,-2,1678.54,"1678-7-15 00:00:00"
1678,8,-3,1678.62,"1678-8-15 00:00:00"
1678,9,-2,1678.71,"1678-9-15 00:00:00"
1678,10,0,1678.79,"1678-10-15 00:00:00"
1678,11,0,1678.88,"1678-11-15 00:00:00"
1678,12,1,1678.96,"1678-12-15 00:00:00"
1679,1,3,1679.04,"1679-1-15 00:00:00"
1679,2,2,1679.12,"1679-2-15 00:00:00"
1679,3,-1,1679.21,"1679-3-15 00:00:00"
1679,4,1,1679.29,"1679-4-15 00:00:00"
1679,5,0,1679.38,"1679-5-15 00:00:00"
1679,6,1,1679.46,"1679-6-15 00:00:00"
1679,7,2,1679.54,"1679-7-15 00:00:00"
1679,8,0,1679.62,"1679-8-15 00:00:00"
1679,9,1,1679.71,"1679-9-15 00:00:00"
1679,10,1,1679.79,"1679-10-15 00:00:00"
1679,11,0,1679.88,"1679-11-15 00:00:00"
1679,12,0,1679.96,"1679-12-15 00:00:00"
1680,1,0,1680.04,"1680-1-15 00:00:00"
1680,2,0,1680.12,"1680-2-15 00:00:00"
1680,3,0,1680.21,"1680-3-15 00:00:00"
1680,4,0,1680.29,"1680-4-15 00:00:00"
1680,5,0,1680.38,"1680-5-15 00:00:00"
1680,6,0,1680.46,"1680-6-15 00:00:00"
1680,7,-2,1680.54,"1680-7-15 00:00:00"
1680,8,-3,1680.62,"1680-8-15 00:00:00"
1680,9,0,1680.71,"1680-9-15 00:00:00"
1680,10,-2,1680.79,"1680-10-15 00:00:00"
1680,11,-2,1680.88,"1680-11-15 00:00:00"
1680,12,0,1680.96,"1680-12-15 00:00:00"
1681,1,-1,1681.04,"1681-1-15 00:00:00"
1681,2,0,1681.12,"1681-2-15 00:00:00"
1681,3,-2,1681.21,"1681-3-15 00:00:00"
1681,4,-2,1681.29,"1681-4-15 00:00:00"
1681,5,0,1681.38,"1681-5-15 00:00:00"
1681,6,-1,1681.46,"1681-6-15 00:00:00"
1681,7,-3,1681.54,"1681-7-15 00:00:00"
1681,8,0,1681.62,"1681-8-15 00:00:00"
1681,9,0,1681.71,"1681-9-15 00:00:00"
1681,10,2,1681.79,"1681-10-15 00:00:00"
1681,11,2,1681.88,"1681-11-15 00:00:00"
1681,12,3,1681.96,"1681-12-15 00:00:00"
1682,1,2,1682.04,"1682-1-15 00:00:00"
1682,2,1,1682.12,"1682-2-15 00:00:00"
1682,3,1,1682.21,"1682-3-15 00:00:00"
1682,4,0,1682.29,"1682-4-15 00:00:00"
1682,5,2,1682.38,"1682-5-15 00:00:00"
1682,6,0,1682.46,"1682-6-15 00:00:00"
1682,7,0,1682.54,"1682-7-15 00:00:00"
1682,8,2,1682.62,"1682-8-15 00:00:00"
1682,9,3,1682.71,"1682-9-15 00:00:00"
1682,10,1,1682.79,"1682-10-15 00:00:00"
1682,11,0,1682.88,"1682-11-15 00:00:00"
1682,12,-2,1682.96,"1682-12-15 00:00:00"
1683,1,0,1683.04,"1683-1-15 00:00:00"
1683,2,0,1683.12,"1683-2-15 00:00:00"
1683,3,-3,1683.21,"1683-3-15 00:00:00"
1683,4,2,1683.29,"1683-4-15 00:00:00"
1683,5,-3,1683.38,"1683-5-15 00:00:00"
1683,6,0,1683.46,"1683-6-15 00:00:00"
1683,7,1,1683.54,"1683-7-15 00:00:00"
1683,8,3,1683.62,"1683-8-15 00:00:00"
1683,9,0,1683.71,"1683-9-15 00:00:00"
1683,10,-2,1683.79,"1683-10-15 00:00:00"
1683,11,-1,1683.88,"1683-11-15 00:00:00"
1683,12,-1,1683.96,"1683-12-15 00:00:00"
1684,1,0,1684.04,"1684-1-15 00:00:00"
1684,2,0,1684.12,"1684-2-15 00:00:00"
1684,3,2,1684.21,"1684-3-15 00:00:00"
1684,4,-2,1684.29,"1684-4-15 00:00:00"
1684,5,-1,1684.38,"1684-5-15 00:00:00"
1684,6,-2,1684.46,"1684-6-15 00:00:00"
1684,7,-3,1684.54,"1684-7-15 00:00:00"
1684,8,-1,1684.62,"1684-8-15 00:00:00"
1684,9,1,1684.71,"1684-9-15 00:00:00"
1684,10,-1,1684.79,"1684-10-15 00:00:00"
1684,11,0,1684.88,"1684-11-15 00:00:00"
1684,12,0,1684.96,"1684-12-15 00:00:00"
1685,1,1,1685.04,"1685-1-15 00:00:00"
1685,2,-2,1685.12,"1685-2-15 00:00:00"
1685,3,0,1685.21,"1685-3-15 00:00:00"
1685,4,-1,1685.29,"1685-4-15 00:00:00"
1685,5,-1,1685.38,"1685-5-15 00:00:00"
1685,6,1,1685.46,"1685-6-15 00:00:00"
1685,7,3,1685.54,"1685-7-15 00:00:00"
1685,8,1,1685.62,"1685-8-15 00:00:00"
1685,9,2,1685.71,"1685-9-15 00:00:00"
1685,10,-3,1685.79,"1685-10-15 00:00:00"
1685,11,-1,1685.88,"1685-11-15 00:00:00"
1685,12,0,1685.96,"1685-12-15 00:00:00"
1686,1,0,1686.04,"1686-1-15 00:00:00"
1686,2,-1,1686.12,"1686-2-15 00:00:00"
1686,3,-2,1686.21,"1686-3-15 00:00:00"
1686,4,-1,1686.29,"1686-4-15 00:00:00"
1686,5,-3,1686.38,"1686-5-15 00:00:00"
1686,6,0,1686.46,"1686-6-15 00:00:00"
1686,7,0,1686.54,"1686-7-15 00:00:00"
1686,8,0,1686.62,"1686-8-15 00:00:00"
1686,9,0,1686.71,"1686-9-15 00:00:00"
1686,10,-1,1686.79,"1686-10-15 00:00:00"
1686,11,-1,1686.88,"1686-11-15 00:00:00"
1686,12,0,1686.96,"1686-12-15 00:00:00"
1687,1,0,1687.04,"1687-1-15 00:00:00"
1687,2,1,1687.12,"1687-2-15 00:00:00"
1687,3,2,1687.21,"1687-3-15 00:00:00"
1687,4,3,1687.29,"1687-4-15 00:00:00"
1687,5,-2,1687.38,"1687-5-15 00:00:00"
1687,6,1,1687.46,"1687-6-15 00:00:00"
1687,7,0,1687.54,"1687-7-15 00:00:00"
1687,8,0,1687.62,"1687-8-15 00:00:00"
1687,9,2,1687.71,"1687-9-15 00:00:00"
1687,10,-1,1687.79,"1687-10-15 00:00:00"
1687,11,0,1687.88,"1687-11-15 00:00:00"
1687,12,3,1687.96,"1687-12-15 00:00:00"
1688,1,-1,1688.04,"1688-1-15 00:00:00"
1688,2,-3,1688.12,"1688-2-15 00:00:00"
1688,3,0,1688.21,"1688-3-15 00:00:00"
1688,4,1,1688.29,"1688-4-15 00:00:00"
1688,5,2,1688.38,"1688-5-15 00:00:00"
1688,6,0,1688.46,"1688-6-15 00:00:00"
1688,7,0,1688.54,"1688-7-15 00:00:00"
1688,8,-2,1688.62,"1688-8-15 00:00:00"
1688,9,1,1688.71,"1688-9-15 00:00:00"
1688,10,2,1688.79,"1688-10-15 00:00:00"
1688,11,0,1688.88,"1688-11-15 00:00:00"
1688,12,-1,1688.96,"1688-12-15 00:00:00"
1689,1,-1,1689.04,"1689-1-15 00:00:00"
1689,2,2,1689.12,"1689-2-15 00:00:00"
1689,3,3,1689.21,"1689-3-15 00:00:00"
1689,4,0,1689.29,"1689-4-15 00:00:00"
1689,5,2,1689.38,"1689-5-15 00:00:00"
1689,6,0,1689.46,"1689-6-15 00:00:00"
1689,7,-2,1689.54,"1689-7-15 00:00:00"
1689,8,-1,1689.62,"1689-8-15 00:00:00"
1689,9,0,1689.71,"1689-9-15 00:00:00"
1689,10,0,1689.79,"1689-10-15 00:00:00"
1689,11,2,1689.88,"1689-11-15 00:00:00"
1689,12,-1,1689.96,"1689-12-15 00:00:00"
1690,1,1,1690.04,"1690-1-15 00:00:00"
1690,2,-2,1690.12,"1690-2-15 00:00:00"
1690,3,-2,1690.21,"1690-3-15 00:00:00"
1690,4,1,1690.29,"1690-4-15 00:00:00"
1690,5,1,1690.38,"1690-5-15 00:00:00"
1690,6,-3,1690.46,"1690-6-15 00:00:00"
1690,7,0,1690.54,"1690-7-15 00:00:00"
1690,8,1,1690.62,"1690-8-15 00:00:00"
1690,9,1,1690.71,"1690-9-15 00:00:00"
1690,10,3,1690.79,"1690-10-15 00:00:00"
1690,11,-2,1690.88,"1690-11-15 00:00:00"
1690,12,1,1690.96,"1690-12-15 00:00:00"
1691,1,-2,1691.04,"1691-1-15 00:00:00"
1691,2,0,1691.12,"1691-2-15 00:00:00"
1691,3,-2,1691.21,"1691-3-15 00:00:00"
1691,4,-3,1691.29,"1691-4-15 00:00:00"
1691,5,0,1691.38,"1691-5-15 00:00:00"
1691,6,3,1691.46,"1691-6-15 00:00:00"
1691,7,-2,1691.54,"1691-7-15 00:00:00"
1691,8,0,1691.62,"1691-8-15 00:00:00"
1691,9,-1,1691.71,"1691-9-15 00:00:00"
1691,10,-1,1691.79,"1691-10-15 00:00:00"
1691,11,-3,1691.88,"1691-11-15 00:00:00"
1691,12,0,1691.96,"1691-12-15 00:00:00"
1692,1,0,1692.04,"1692-1-15 00:00:00"
1692,2,2,1692.12,"1692-2-15 00:00:00"
1692,3,0,1692.21,"1692-3-15 00:00:00"
1692,4,1,1692.29,"1692-4-15 00:00:00"
1692,5,0,1692.38,"1692-5-15 00:00:00"
1692,6,3,1692.46,"1692-6-15 00:00:00"
1692,7,2,1692.54,"1692-7-15 00:00:00"
1692,8,1,1692.62,"1692-8-15 00:00:00"
1692,9,0,1692.71,"1692-9-15 00:00:00"
1692,10,1,1692.79,"1692-10-15 00:00:00"
1692,11,0,1692.88,"1692-11-15 00:00:00"
1692,12,0,1692.96,"1692-12-15 00:00:00"
1693,1,2,1693.04,"1693-1-15 00:00:00"
1693,2,0,1693.12,"1693-2-15 00:00:00"
1693,3,2,1693.21,"1693-3-15 00:00:00"
1693,4,0,1693.29,"1693-4-15 00:00:00"
1693,5,2,1693.38,"1693-5-15 00:00:00"
1693,6,1,1693.46,"1693-6-15 00:00:00"
1693,7,2,1693.54,"1693-7-15 00:00:00"
1693,8,-1,1693.62,"1693-8-15 00:00:00"
1693,9,3,1693.71,"1693-9-15 00:00:00"
1693,10,2,1693.79,"1693-10-15 00:00:00"
1693,11,2,1693.88,"1693-11-15 00:00:00"
1693,12,3,1693.96,"1693-12-15 00:00:00"
1694,1,2,1694.04,"1694-1-15 00:00:00"
1694,2,0,1694.12,"1694-2-15 00:00:00"
1694,3,2,1694.21,"1694-3-15 00:00:00"
1694,4,-2,1694.29,"1694-4-15 00:00:00"
1694,5,-1,1694.38,"1694-5-15 00:00:00"
1694,6,0,1694.46,"1694-6-15 00:00:00"
1694,7,2,1694.54,"1694-7-15 00:00:00"
1694,8,1,1694.62,"1694-8-15 00:00:00"
1694,9,2,1694.71,"1694-9-15 00:00:00"
1694,10,2,1694.79,"1694-10-15 00:00:00"
1694,11,0,1694.88,"1694-11-15 00:00:00"
1694,12,1,1694.96,"1694-12-15 00:00:00"
1695,1,0,1695.04,"1695-1-15 00:00:00"
1695,2,1,1695.12,"1695-2-15 00:00:00"
1695,3,-1,1695.21,"1695-3-15 00:00:00"
1695,4,-1,1695.29,"1695-4-15 00:00:00"
1695,5,1,1695.38,"1695-5-15 00:00:00"
1695,6,2,1695.46,"1695-6-15 00:00:00"
1695,7,1,1695.54,"1695-7-15 00:00:00"
1695,8,2,1695.62,"1695-8-15 00:00:00"
1695,9,0,1695.71,"1695-9-15 00:00:00"
1695,10,0,1695.79,"1695-10-15 00:00:00"
1695,11,0,1695.88,"1695-11-15 00:00:00"
1695,12,-1,1695.96,"1695-12-15 00:00:00"
1696,1,1,1696.04,"1696-1-15 00:00:00"
1696,2,1,1696.12,"1696-2-15 00:00:00"
1696,3,2,1696.21,"1696-3-15 00:00:00"
1696,4,2,1696.29,"1696-4-15 00:00:00"
1696,5,0,1696.38,"1696-5-15 00:00:00"
1696,6,1,1696.46,"1696-6-15 00:00:00"
1696,7,0,1696.54,"1696-7-15 00:00:00"
1696,8,0,1696.62,"1696-8-15 00:00:00"
1696,9,0,1696.71,"1696-9-15 00:00:00"
1696,10,0,1696.79,"1696-10-15 00:00:00"
1696,11,0,1696.88,"1696-11-15 00:00:00"
1696,12,0,1696.96,"1696-12-15 00:00:00"
1697,1,-1,1697.04,"1697-1-15 00:00:00"
1697,2,-2,1697.12,"1697-2-15 00:00:00"
1697,3,0,1697.21,"1697-3-15 00:00:00"
1697,4,-1,1697.29,"1697-4-15 00:00:00"
1697,5,-1,1697.38,"1697-5-15 00:00:00"
1697,6,-2,1697.46,"1697-6-15 00:00:00"
1697,7,1,1697.54,"1697-7-15 00:00:00"
1697,8,2,1697.62,"1697-8-15 00:00:00"
1697,9,1,1697.71,"1697-9-15 00:00:00"
1697,10,1,1697.79,"1697-10-15 00:00:00"
1697,11,1,1697.88,"1697-11-15 00:00:00"
1697,12,2,1697.96,"1697-12-15 00:00:00"
1698,1,-1,1698.04,"1698-1-15 00:00:00"
1698,2,-1,1698.12,"1698-2-15 00:00:00"
1698,3,2,1698.21,"1698-3-15 00:00:00"
1698,4,2,1698.29,"1698-4-15 00:00:00"
1698,5,0,1698.38,"1698-5-15 00:00:00"
1698,6,2,1698.46,"1698-6-15 00:00:00"
1698,7,2,1698.54,"1698-7-15 00:00:00"
1698,8,2,1698.62,"1698-8-15 00:00:00"
1698,9,1,1698.71,"1698-9-15 00:00:00"
1698,10,1,1698.79,"1698-10-15 00:00:00"
1698,11,0,1698.88,"1698-11-15 00:00:00"
1698,12,0,1698.96,"1698-12-15 00:00:00"
1699,1,-2,1699.04,"1699-1-15 00:00:00"
1699,2,-1,1699.12,"1699-2-15 00:00:00"
1699,3,0,1699.21,"1699-3-15 00:00:00"
1699,4,0,1699.29,"1699-4-15 00:00:00"
1699,5,0,1699.38,"1699-5-15 00:00:00"
1699,6,-1,1699.46,"1699-6-15 00:00:00"
1699,7,0,1699.54,"1699-7-15 00:00:00"
1699,8,0,1699.62,"1699-8-15 00:00:00"
1699,9,-2,1699.71,"1699-9-15 00:00:00"
1699,10,0,1699.79,"1699-10-15 00:00:00"
1699,11,0,1699.88,"1699-11-15 00:00:00"
1699,12,0,1699.96,"1699-12-15 00:00:00"
1700,1,3,1700.04,"1700-1-15 00:00:00"
1700,2,-1,1700.12,"1700-2-15 00:00:00"
1700,3,-2,1700.21,"1700-3-15 00:00:00"
1700,4,1,1700.29,"1700-4-15 00:00:00"
1700,5,-2,1700.38,"1700-5-15 00:00:00"
1700,6,-1,1700.46,"1700-6-15 00:00:00"
1700,7,-3,1700.54,"1700-7-15 00:00:00"
1700,8,0,1700.62,"1700-8-15 00:00:00"
1700,9,-2,1700.71,"1700-9-15 00:00:00"
1700,10,0,1700.79,"1700-10-15 00:00:00"
1700,11,2,1700.88,"1700-11-15 00:00:00"
1700,12,2,1700.96,"1700-12-15 00:00:00"
1701,1,0,1701.04,"1701-1-15 00:00:00"
1701,2,0,1701.12,"1701-2-15 00:00:00"
1701,3,0,1701.21,"1701-3-15 00:00:00"
1701,4,-2,1701.29,"1701-4-15 00:00:00"
1701,5,-1,1701.38,"1701-5-15 00:00:00"
1701,6,0,1701.46,"1701-6-15 00:00:00"
1701,7,-3,1701.54,"1701-7-15 00:00:00"
1701,8,-3,1701.62,"1701-8-15 00:00:00"
1701,9,-2,1701.71,"1701-9-15 00:00:00"
1701,10,1,1701.79,"1701-10-15 00:00:00"
1701,11,-1,1701.88,"1701-11-15 00:00:00"
1701,12,0,1701.96,"1701-12-15 00:00:00"
1702,1,0,1702.04,"1702-1-15 00:00:00"
1702,2,0,1702.12,"1702-2-15 00:00:00"
1702,3,1,1702.21,"1702-3-15 00:00:00"
1702,4,0,1702.29,"1702-4-15 00:00:00"
1702,5,-3,1702.38,"1702-5-15 00:00:00"
1702,6,0,1702.46,"1702-6-15 00:00:00"
1702,7,2,1702.54,"1702-7-15 00:00:00"
1702,8,1,1702.62,"1702-8-15 00:00:00"
1702,9,-1,1702.71,"1702-9-15 00:00:00"
1702,10,-1,1702.79,"1702-10-15 00:00:00"
1702,11,0,1702.88,"1702-11-15 00:00:00"
1702,12,0,1702.96,"1702-12-15 00:00:00"
1703,1,1,1703.04,"1703-1-15 00:00:00"
1703,2,0,1703.12,"1703-2-15 00:00:00"
1703,3,0,1703.21,"1703-3-15 00:00:00"
1703,4,0,1703.29,"1703-4-15 00:00:00"
1703,5,2,1703.38,"1703-5-15 00:00:00"
1703,6,1,1703.46,"1703-6-15 00:00:00"
1703,7,2,1703.54,"1703-7-15 00:00:00"
1703,8,2,1703.62,"1703-8-15 00:00:00"
1703,9,1,1703.71,"1703-9-15 00:00:00"
1703,10,1,1703.79,"1703-10-15 00:00:00"
1703,11,0,1703.88,"1703-11-15 00:00:00"
1703,12,1,1703.96,"1703-12-15 00:00:00"
1704,1,0,1704.04,"1704-1-15 00:00:00"
1704,2,0,1704.12,"1704-2-15 00:00:00"
1704,3,-2,1704.21,"1704-3-15 00:00:00"
1704,4,-1,1704.29,"1704-4-15 00:00:00"
1704,5,1,1704.38,"1704-5-15 00:00:00"
1704,6,-1,1704.46,"1704-6-15 00:00:00"
1704,7,-2,1704.54,"1704-7-15 00:00:00"
1704,8,-2,1704.62,"1704-8-15 00:00:00"
1704,9,0,1704.71,"1704-9-15 00:00:00"
1704,10,0,1704.79,"1704-10-15 00:00:00"
1704,11,0,1704.88,"1704-11-15 00:00:00"
1704,12,0,1704.96,"1704-12-15 00:00:00"
1705,1,0,1705.04,"1705-1-15 00:00:00"
1705,2,0,1705.12,"1705-2-15 00:00:00"
1705,3,0,1705.21,"1705-3-15 00:00:00"
1705,4,1,1705.29,"1705-4-15 00:00:00"
1705,5,2,1705.38,"1705-5-15 00:00:00"
1705,6,-1,1705.46,"1705-6-15 00:00:00"
1705,7,-3,1705.54,"1705-7-15 00:00:00"
1705,8,-2,1705.62,"1705-8-15 00:00:00"
1705,9,0,1705.71,"1705-9-15 00:00:00"
1705,10,0,1705.79,"1705-10-15 00:00:00"
1705,11,0,1705.88,"1705-11-15 00:00:00"
